59526
(27,34290)
(49216,27304)
(28328,33843)
(14495,21502)
(16142,52679)
(14418,51111)
(25760,9153)
(20771,12690)
(33149,32744)
(22726,31797)
(36925,1804)
(19834,8459)
(36670,1618)
(46315,42162)
(23668,28073)
(25079,23100)
(21524,42182)
(53343,32096)
(49369,6870)
(27632,48223)
(41243,42678)
(4578,24172)
(53492,51538)
(43988,28477)
(38838,13357)
(2468,19951)
(26123,495)
(43122,17513)
(8983,33883)
(4901,28163)
(53449,36325)
(18847,12849)
(19339,27571)
(7682,50671)
(16068,1505)
(16808,9767)
(22683,33600)
(1145,18761)
(45137,17470)
(49662,21701)
(38439,49451)
(22880,8207)
(15179,30882)
(20472,33016)
(16218,37041)
(37442,34349)
(38107,4689)
(615,2268)
(6247,26587)
(49284,50505)
(421,50841)
(2782,14806)
(20552,47176)
(37746,29427)
(14712,47267)
(37902,45535)
(44645,41016)
(48347,184)
(20392,17977)
(13052,53172)
(23820,8087)
(10110,24420)
(32354,15314)
(14843,4203)
(3997,24719)
(41615,9383)
(28018,35938)
(30121,21692)
(1103,19145)
(32215,8708)
(52704,1004)
(44523,45067)
(41167,17800)
(12058,15067)
(16011,43267)
(25683,32764)
(29020,5364)
(1540,29641)
(38488,8806)
(15872,12299)
(39511,13989)
(24673,47912)
(38678,51418)
(45799,31666)
(825,37762)
(45712,8033)
(45571,6395)
(14050,20456)
(28215,3416)
(5076,50547)
(17350,3489)
(33750,21453)
(38536,2789)
(46181,4065)
(23562,39502)
(4761,52444)
(37082,7516)
(16824,12151)
(33164,18977)
(37425,30526)
(2834,11506)
(39419,14893)
(18299,49715)
(512,50698)
(46434,16288)
(20918,42001)
(43327,4092)
(30171,39151)
(46141,23304)
(2989,16615)
(36785,16910)
(30415,28882)
(21692,21651)
(42552,52038)
(517,39203)
(2999,46372)
(6041,29633)
(12179,5661)
(45399,21871)
(3087,28505)
(8480,17382)
(41985,27071)
(41265,16931)
(28927,466)
(22669,13648)
(6868,34595)
(31357,38219)
(52366,13813)
(27995,19024)
(50414,7227)
(35879,15086)
(37406,33453)
(20397,47183)
(49375,50629)
(33543,608)
(9150,6411)
(14682,6762)
(23353,12816)
(46607,6516)
(4351,25792)
(5914,35719)
(4879,43988)
(48977,11798)
(294,37191)
(6575,11088)
(35411,27026)
(29127,40062)
(21184,34781)
(34596,16073)
(21132,51286)
(30346,7598)
(6752,46426)
(49255,3438)
(40323,41617)
(9662,3223)
(47425,50184)
(9636,22336)
(47524,27495)
(1750,34533)
(41202,9535)
(34712,45490)
(12133,35654)
(11587,24647)
(50854,29934)
(16633,50314)
(27838,4049)
(5957,370)
(48057,47117)
(329,12733)
(41686,16031)
(4289,20731)
(16681,32244)
(15980,17452)
(40120,45459)
(43597,23635)
(49152,32200)
(15913,32602)
(6814,15479)
(14251,46967)
(5114,34421)
(51201,20631)
(51563,47217)
(8256,1557)
(50281,29074)
(12141,16965)
(42063,17025)
(47522,10877)
(17463,52333)
(45377,10461)
(15256,43535)
(15132,18769)
(943,20080)
(48383,27650)
(3046,50235)
(12900,36092)
(8346,26296)
(51068,9847)
(50545,20390)
(52887,44092)
(48866,29075)
(2880,29599)
(25674,14283)
(51596,37827)
(6655,7762)
(5423,25342)
(37368,24637)
(38138,34812)
(38605,7965)
(37386,562)
(3163,7153)
(23918,11349)
(13523,21520)
(28170,3065)
(52596,53301)
(12270,23590)
(44314,8148)
(13910,34971)
(37861,30384)
(45855,19806)
(33890,36568)
(37146,17739)
(5379,38118)
(38072,49766)
(7648,9779)
(19242,39165)
(13212,8462)
(38735,24979)
(40853,5414)
(25635,48587)
(42764,6692)
(20305,51684)
(53487,51549)
(22374,24243)
(37142,39615)
(6032,38435)
(43558,34899)
(24652,37059)
(24337,17539)
(45693,51041)
(16519,52224)
(18502,15802)
(30287,36341)
(25405,14627)
(32426,19150)
(12915,31806)
(53514,9312)
(8776,49965)
(41145,48059)
(7502,10841)
(6640,33954)
(39441,8363)
(33908,864)
(12771,25165)
(47887,53188)
(38211,3564)
(42825,27978)
(23142,24823)
(1462,50010)
(11053,25529)
(48424,36705)
(18476,53558)
(46067,51263)
(22305,24124)
(29024,6600)
(32359,47288)
(19122,19061)
(31153,20401)
(31300,37441)
(19644,27260)
(25151,11824)
(17408,10937)
(14834,20077)
(42797,1014)
(50487,28945)
(9570,43350)
(46691,17442)
(27743,169)
(43207,26127)
(11848,17844)
(20191,43072)
(27988,7311)
(20172,16195)
(50316,4199)
(22140,37605)
(30624,40283)
(47652,14576)
(22693,30765)
(50952,2960)
(31601,51863)
(13324,29484)
(52555,27393)
(14650,29705)
(14557,28538)
(37459,6366)
(26469,33690)
(34287,24225)
(35162,31092)
(35108,50236)
(40821,39338)
(14399,33100)
(2113,10762)
(40238,30327)
(29839,28283)
(19163,40434)
(19114,27502)
(373,39089)
(5966,49874)
(40061,21678)
(41657,35258)
(21776,9379)
(24004,27317)
(31445,49541)
(39268,190)
(9539,8388)
(52389,23415)
(22682,53294)
(33458,18579)
(48807,34772)
(35791,3659)
(43826,14618)
(24215,20189)
(33820,43886)
(42374,6903)
(26113,13216)
(30253,42699)
(36791,22809)
(30845,47512)
(13793,41709)
(42940,23644)
(3544,19311)
(44182,20206)
(47899,38007)
(29428,48551)
(39340,46071)
(43494,25236)
(25542,27299)
(5647,25963)
(36232,10140)
(33996,23032)
(21500,12390)
(13560,24301)
(39333,7723)
(4586,10618)
(39515,27159)
(4382,31049)
(10250,34163)
(31896,2579)
(1994,23343)
(42371,14762)
(956,23939)
(48986,40862)
(37543,46660)
(39410,27024)
(39629,12809)
(39513,37196)
(43766,16665)
(39602,14450)
(26227,8734)
(47893,20229)
(50772,27346)
(10474,42051)
(20860,29257)
(2623,53072)
(25115,46930)
(52037,16620)
(28438,38281)
(8923,34856)
(15798,48136)
(36442,9232)
(44030,41180)
(372,53451)
(7616,20301)
(53182,13886)
(16087,33573)
(50533,26595)
(17626,49002)
(21293,37672)
(848,11187)
(45524,7128)
(35536,37719)
(39091,9639)
(18061,43689)
(16993,38057)
(13917,10173)
(41728,26839)
(46501,25095)
(26973,8543)
(30801,15290)
(27963,13425)
(49366,34143)
(45826,40143)
(25910,1660)
(6253,14368)
(3658,15809)
(27747,24479)
(29964,30640)
(47595,50046)
(52750,52293)
(13351,10557)
(27619,2426)
(44701,16676)
(29530,12701)
(15360,19838)
(7347,48424)
(8777,3567)
(14784,46921)
(37827,9332)
(21234,1526)
(10786,17540)
(13496,964)
(15313,16833)
(10003,52907)
(7335,33334)
(45667,52690)
(51853,47602)
(28682,44938)
(272,29611)
(21827,44040)
(19562,31281)
(26036,5519)
(15730,28446)
(2694,45992)
(27433,25523)
(23776,52805)
(27943,749)
(28812,46611)
(3667,28533)
(33424,18356)
(5768,3007)
(6305,33936)
(34722,22274)
(12216,26286)
(5004,8138)
(19808,52383)
(3658,30581)
(31019,48190)
(37363,26733)
(10063,39414)
(20622,37903)
(27019,48233)
(35180,40164)
(17399,43895)
(31326,23177)
(7367,50026)
(19340,47509)
(41859,16103)
(37495,17898)
(15613,46231)
(34327,26957)
(22859,34909)
(1499,34532)
(25712,26450)
(14195,45542)
(8084,40503)
(21814,39280)
(37111,40195)
(7040,41443)
(37198,26361)
(12324,38360)
(632,18808)
(44699,45599)
(2795,22083)
(28283,29110)
(40696,17722)
(23086,10537)
(46845,1545)
(43578,9104)
(3627,52612)
(36877,9684)
(22997,14441)
(42381,34081)
(25045,49489)
(37390,40247)
(28798,17584)
(17596,20001)
(26214,4032)
(19896,44973)
(49858,318)
(22973,32043)
(5360,48781)
(5550,45164)
(6849,32645)
(20466,32384)
(13125,5641)
(4734,36406)
(24266,24535)
(16940,26672)
(40191,4526)
(18189,49443)
(49294,24505)
(17305,13035)
(30093,46399)
(34451,31287)
(18465,41289)
(29158,1313)
(32205,43121)
(3471,52469)
(18262,18881)
(43301,9184)
(11783,11856)
(45144,10489)
(52898,2453)
(49837,15145)
(4171,47087)
(44257,27619)
(14220,29910)
(9702,40483)
(40669,47102)
(50067,48609)
(1998,20279)
(8730,44671)
(41274,24845)
(6044,32553)
(23858,42757)
(30503,23126)
(42120,49333)
(13962,5736)
(4538,11057)
(37131,11129)
(20911,37433)
(8769,42573)
(53585,36277)
(53111,38017)
(26979,19591)
(33322,34393)
(39581,52988)
(1600,17320)
(22325,12653)
(5000,23596)
(47030,413)
(49909,4508)
(15779,30618)
(16020,49717)
(3649,50031)
(50293,5614)
(43003,40010)
(51484,48705)
(18808,52894)
(47721,49485)
(22795,48324)
(9086,11251)
(3148,14901)
(40468,48169)
(28594,29597)
(19999,41613)
(35124,30743)
(20206,23532)
(32300,25446)
(33746,48148)
(28480,29715)
(44620,4102)
(38540,5425)
(34710,51622)
(45154,3425)
(18906,30706)
(36107,40453)
(5827,27180)
(52736,35662)
(36573,1408)
(45464,14200)
(47681,40513)
(34145,21083)
(28790,36337)
(52838,47890)
(5613,21334)
(14456,8504)
(53215,13672)
(14791,33303)
(37995,27158)
(114,52015)
(22804,31132)
(30693,40678)
(13552,25616)
(38493,45730)
(35651,19309)
(23725,25478)
(17470,33270)
(24786,42228)
(52239,39741)
(12652,52123)
(33541,12458)
(43114,2976)
(49433,52785)
(25192,53120)
(51872,10500)
(14704,30088)
(29914,51275)
(44233,48320)
(50129,19242)
(41467,8621)
(27064,44129)
(49232,34278)
(50725,36858)
(42942,22299)
(26817,48102)
(4980,27133)
(7140,7198)
(5297,2047)
(43402,26844)
(2936,3732)
(3780,44609)
(11232,47203)
(10282,17735)
(16335,12923)
(22137,25292)
(25870,43723)
(27360,12039)
(23398,17586)
(24163,48482)
(12778,22757)
(18627,24373)
(32706,40126)
(46260,30005)
(28907,1793)
(21413,48391)
(16764,21744)
(11052,24443)
(31508,32864)
(19162,45768)
(7487,49295)
(31632,18943)
(13210,6661)
(15663,34323)
(46582,4374)
(16875,34061)
(3097,30514)
(35004,45772)
(37038,25772)
(15452,20466)
(45674,30231)
(1353,20575)
(31807,33598)
(19013,40672)
(38404,24669)
(35059,26479)
(44776,6568)
(51601,22876)
(12040,44842)
(36262,28685)
(12779,32000)
(29740,34614)
(48382,17863)
(26534,49497)
(30948,40770)
(21404,41630)
(33725,49814)
(24426,17696)
(14685,5199)
(3358,5041)
(48085,20429)
(36419,13173)
(25346,11623)
(52837,19644)
(12374,10093)
(46336,34127)
(29702,10212)
(4812,28966)
(26205,6891)
(48264,14104)
(47309,8705)
(30034,35212)
(28714,32986)
(13256,20164)
(5402,43623)
(50894,3940)
(39505,40772)
(53410,20135)
(44095,21598)
(41335,1987)
(1685,18022)
(19876,14503)
(26056,50206)
(14582,44627)
(2454,21158)
(44870,33430)
(39133,4045)
(28327,17641)
(24637,26954)
(11710,17129)
(14932,24619)
(38017,34854)
(2218,50464)
(24463,51813)
(118,29681)
(32005,39312)
(42091,29567)
(6684,41300)
(3783,40584)
(1956,39670)
(22608,6936)
(51886,10759)
(45837,21066)
(45742,39838)
(45034,46686)
(8169,47111)
(7304,2821)
(19254,41424)
(15194,18288)
(42453,15364)
(868,6644)
(4852,22741)
(44885,47617)
(39764,48547)
(41328,4970)
(46484,42926)
(14865,44903)
(43036,39617)
(17484,39679)
(49291,49278)
(29548,28258)
(49953,47003)
(47410,498)
(15276,17512)
(19247,31547)
(6489,17399)
(5428,28054)
(9152,43383)
(25280,1896)
(21297,38094)
(2151,3730)
(41492,31661)
(53227,18266)
(43214,28421)
(46066,48239)
(27498,506)
(31173,30446)
(1662,45325)
(4589,34740)
(16399,17562)
(18124,41549)
(49213,5480)
(9626,52253)
(30006,3202)
(37844,23744)
(19042,28066)
(2558,5902)
(19781,32161)
(26903,20215)
(35357,49769)
(21791,5521)
(20696,31101)
(22661,34943)
(25460,25101)
(20957,7162)
(3683,30004)
(10375,17785)
(19759,52136)
(36052,12037)
(34289,25503)
(5054,50017)
(22331,29292)
(27068,27306)
(35678,3030)
(8669,28294)
(37050,46303)
(9892,1482)
(28810,19320)
(38428,53181)
(41209,12205)
(7130,4810)
(32819,42054)
(33047,20808)
(46547,6846)
(45658,44236)
(43733,44263)
(7632,2213)
(21081,24177)
(28279,43537)
(44856,6540)
(38805,32759)
(6445,20389)
(48443,5471)
(31633,48194)
(43477,34335)
(28848,7370)
(7267,43618)
(45122,29411)
(10490,20123)
(24390,14435)
(14946,38924)
(44381,7038)
(35336,45226)
(46866,21336)
(39878,20382)
(49859,16977)
(17848,24808)
(6831,25521)
(13549,25241)
(22079,11747)
(4102,38606)
(19280,5354)
(34562,24350)
(51361,14170)
(30106,8888)
(13888,1928)
(15136,31752)
(34930,15545)
(7195,20582)
(48592,23033)
(37258,13257)
(38478,41202)
(10316,52353)
(31032,29071)
(39586,2934)
(15578,9802)
(46194,49211)
(19621,30286)
(6637,996)
(27012,32470)
(5928,15627)
(10975,43350)
(51854,14651)
(6718,38829)
(34134,10645)
(26741,166)
(44264,34164)
(46242,44188)
(42791,14910)
(15075,30201)
(36267,32963)
(8023,1766)
(15839,12280)
(17148,23142)
(36700,36165)
(21334,50764)
(24654,10559)
(11837,23093)
(48165,38423)
(4751,18793)
(36415,7958)
(6183,18709)
(44640,37505)
(25375,10558)
(52561,19018)
(10847,25769)
(50530,39373)
(11174,25558)
(47389,41969)
(2969,27264)
(25726,34332)
(45245,45054)
(39098,9907)
(12807,8183)
(43092,15212)
(3338,45544)
(48282,8524)
(47094,9267)
(11790,20972)
(20642,26821)
(36571,1356)
(10199,51512)
(42974,49797)
(45324,15396)
(17474,7473)
(7617,30441)
(52536,15387)
(36717,94)
(45741,1599)
(28847,42948)
(13472,15846)
(48477,1509)
(8154,7487)
(52542,6521)
(29437,5881)
(19283,25817)
(16001,3633)
(4430,27219)
(2945,19174)
(45578,47439)
(5271,16584)
(44662,52590)
(47035,18325)
(7392,15893)
(27389,38800)
(13532,51562)
(43813,20876)
(21619,40937)
(10517,33856)
(31408,7194)
(687,18280)
(52605,51707)
(52124,28783)
(32991,23275)
(30442,45633)
(21479,32050)
(19664,14654)
(36521,45441)
(15202,50360)
(7147,1920)
(42263,52317)
(46087,3911)
(46210,16338)
(50169,50153)
(28209,6388)
(39076,44260)
(34474,19935)
(31999,17043)
(32777,47751)
(39813,52860)
(49517,46290)
(16152,47230)
(33106,39445)
(7191,52379)
(16713,20922)
(17802,2111)
(44700,46013)
(37360,46354)
(29403,2193)
(46712,38506)
(43343,36018)
(8191,42768)
(23582,14539)
(17590,5894)
(35768,32670)
(1908,34051)
(35002,35015)
(46216,38265)
(44629,22205)
(49330,39749)
(32162,25590)
(15332,46920)
(18563,21707)
(35783,18053)
(21498,6215)
(2055,19602)
(34279,4383)
(7585,1)
(28057,36792)
(7056,22255)
(22487,32714)
(35274,9959)
(49505,40753)
(29537,4214)
(19299,43253)
(841,17550)
(51836,50664)
(27972,18864)
(34478,4656)
(3947,11336)
(31551,46425)
(21235,44999)
(37737,47167)
(39775,13642)
(11275,6119)
(17014,25432)
(49553,21920)
(30973,9033)
(22287,39451)
(10265,30727)
(10151,44894)
(14481,45833)
(6353,20299)
(11792,42588)
(15708,42221)
(6482,16606)
(17131,29353)
(11799,15407)
(8566,17302)
(18433,14842)
(7865,8079)
(19196,2085)
(18252,44554)
(3782,22125)
(41856,33316)
(7407,46439)
(42592,49849)
(32589,23499)
(46826,2082)
(19351,24515)
(45011,46652)
(48155,45941)
(24819,12136)
(24832,13949)
(8118,7672)
(34293,38235)
(8152,46950)
(26774,11936)
(17736,45596)
(43046,15230)
(25912,1961)
(21857,14292)
(40737,53457)
(15870,27188)
(12378,37048)
(43877,42598)
(19629,23149)
(41271,2793)
(13004,17704)
(42894,6596)
(587,1924)
(41116,32066)
(50328,12719)
(3621,9832)
(27128,12713)
(15241,24976)
(29591,33587)
(4237,8013)
(49408,23555)
(4499,37724)
(35663,4478)
(7492,1740)
(20532,45691)
(3764,30427)
(43041,1713)
(52526,14887)
(16116,40031)
(46912,51271)
(44029,40077)
(41878,31577)
(47474,12634)
(16041,42424)
(43873,40515)
(26701,45799)
(45840,13514)
(7830,50652)
(20445,49627)
(5684,52246)
(16135,1892)
(50976,1150)
(27699,50029)
(9039,19234)
(48056,51407)
(16365,45095)
(1975,48758)
(48131,23225)
(16181,18623)
(12886,37788)
(34008,51739)
(31821,19717)
(51542,39094)
(30487,29288)
(39310,26375)
(16559,4814)
(4304,9480)
(39787,37587)
(20072,3412)
(43662,41821)
(9068,14135)
(12232,28861)
(20092,33276)
(2241,32281)
(51400,21161)
(53047,27156)
(23284,6462)
(17273,14008)
(48140,20822)
(5293,20903)
(30256,27745)
(411,22732)
(20167,48599)
(35561,5015)
(30159,9478)
(46140,21124)
(5731,27124)
(20748,7668)
(22772,40399)
(16171,20306)
(45471,29705)
(20779,46385)
(6241,21754)
(17696,47757)
(27600,51721)
(9818,46427)
(32771,42620)
(25645,28167)
(20001,26374)
(52565,27832)
(12681,28372)
(35617,22402)
(44984,47454)
(26396,714)
(49377,14319)
(3848,8369)
(53077,51391)
(22445,38183)
(1447,15133)
(39572,33984)
(40814,5692)
(24279,6031)
(6156,39040)
(40441,35540)
(1965,22903)
(10645,21544)
(37523,12416)
(11906,30235)
(32950,33682)
(35889,51039)
(33305,18900)
(51285,41026)
(15644,47843)
(3401,31077)
(38460,16548)
(16286,40183)
(24759,9903)
(4223,49032)
(39407,13463)
(25141,5974)
(39327,37737)
(30045,38070)
(3582,43282)
(12969,3799)
(40454,24885)
(32517,9656)
(44409,9461)
(50375,47377)
(18803,34050)
(51701,20857)
(31050,2206)
(3249,26160)
(19458,34741)
(13391,3586)
(44167,23613)
(41736,6801)
(13394,29523)
(2071,11620)
(13631,9284)
(12700,5009)
(29406,43174)
(16706,20033)
(48504,43178)
(16249,22590)
(20828,6628)
(35713,16797)
(41004,45520)
(47283,5090)
(29215,33876)
(2168,33435)
(52518,35245)
(49374,52910)
(33352,332)
(26436,32832)
(44336,44934)
(22406,49584)
(46106,18249)
(39299,378)
(15536,13375)
(33781,46379)
(17834,50479)
(7263,30250)
(43724,23428)
(41914,12750)
(26322,17919)
(37028,23327)
(8021,51395)
(39917,20536)
(29342,33605)
(21133,29270)
(46877,47398)
(35415,50395)
(5843,51963)
(40509,40997)
(7637,46413)
(53493,19132)
(40562,48573)
(19251,48131)
(4594,4356)
(39940,14064)
(18170,13987)
(40493,38897)
(5635,40973)
(13294,49873)
(20175,17830)
(34995,34691)
(5506,35923)
(16933,44020)
(18662,2799)
(21421,35801)
(11859,34862)
(21934,21619)
(48960,47795)
(807,15977)
(52866,30213)
(51463,47344)
(37253,21213)
(42461,28078)
(9921,50377)
(7970,40302)
(37464,46341)
(50195,52350)
(1938,15321)
(3954,28051)
(36397,11654)
(33038,1329)
(12473,38480)
(47068,27532)
(48616,43822)
(24642,12402)
(8942,25094)
(28153,49583)
(22577,51990)
(24335,39246)
(13355,20026)
(6952,19756)
(31127,31202)
(41472,3780)
(32892,30115)
(51666,21214)
(21811,24622)
(51022,13098)
(20337,6712)
(48828,17285)
(10421,11717)
(47386,35290)
(15211,52940)
(20987,20024)
(1675,46030)
(2471,5725)
(27494,7155)
(50465,5514)
(38538,45055)
(8808,27703)
(24434,42103)
(37702,11493)
(28641,25880)
(39092,5022)
(21425,29541)
(21842,16179)
(392,1584)
(6235,30456)
(1546,9974)
(23384,39119)
(52534,45041)
(26948,226)
(2529,7098)
(24549,50855)
(13025,34083)
(18621,6181)
(27277,22017)
(45237,15999)
(9118,30149)
(27861,23776)
(29883,50125)
(21905,17073)
(51224,1894)
(50349,2850)
(17222,34949)
(28671,15095)
(14184,41065)
(5828,51224)
(28770,12317)
(30750,34392)
(37010,30017)
(52746,42763)
(25021,25854)
(49702,13246)
(42216,27779)
(22875,8805)
(32500,51532)
(48962,35716)
(22702,25105)
(41373,52137)
(15113,1640)
(18647,9905)
(49806,48642)
(21808,53545)
(42958,33340)
(37271,24126)
(23014,2231)
(22355,32994)
(7245,7541)
(36062,32897)
(8984,31513)
(3453,44666)
(30567,10606)
(40217,44041)
(33536,52340)
(42210,49171)
(39584,17381)
(25355,47292)
(50893,16038)
(15383,15390)
(25304,30472)
(52202,33794)
(28343,32457)
(17432,9932)
(32997,23719)
(29013,10483)
(35184,8399)
(28723,20983)
(21541,12261)
(1046,6906)
(9181,9545)
(49281,17250)
(30316,2755)
(363,37534)
(19941,17434)
(144,46523)
(2693,36465)
(4482,16024)
(27994,41579)
(23652,3035)
(27056,6857)
(53577,12023)
(23273,45832)
(1786,24413)
(31532,5244)
(16341,37377)
(43560,18916)
(21411,45345)
(31869,26167)
(45854,2784)
(52574,14501)
(32066,46628)
(19097,24269)
(30682,34365)
(53413,35598)
(23539,38888)
(41261,38504)
(31647,21266)
(33642,13898)
(51972,6633)
(24048,31047)
(10664,43433)
(7651,48004)
(29640,18949)
(1721,48899)
(2361,17085)
(35224,46032)
(35341,27070)
(28950,7423)
(41126,30830)
(12963,18830)
(46411,32170)
(13181,597)
(8017,21752)
(24617,45033)
(22307,38326)
(15648,24034)
(14818,37060)
(27319,6965)
(35954,52710)
(7455,29635)
(2822,8879)
(22122,39921)
(49876,30537)
(40329,27119)
(24716,14982)
(7454,53150)
(26869,12924)
(30822,7766)
(17675,38971)
(1317,16838)
(8161,53034)
(4503,30783)
(49796,13881)
(33269,8234)
(3413,43560)
(36835,39630)
(6139,45819)
(6710,23846)
(9219,3861)
(52960,53430)
(39719,12939)
(44314,17639)
(12628,2305)
(33990,25350)
(24181,10328)
(33730,38245)
(51462,24060)
(37735,5008)
(20638,40334)
(6918,10787)
(31721,45850)
(11817,899)
(21427,37160)
(15268,39146)
(32078,3807)
(21890,48061)
(2572,40860)
(27597,36620)
(17382,19869)
(42324,9411)
(48121,20335)
(4560,4781)
(48219,33145)
(9722,26801)
(42489,19775)
(38213,28278)
(43213,16687)
(45074,5781)
(21654,53064)
(21145,338)
(45896,51230)
(34484,52179)
(12057,18616)
(25626,2750)
(33455,5193)
(7233,21316)
(17029,13475)
(9004,12254)
(21951,6265)
(40937,15794)
(17726,21686)
(41870,44052)
(33055,661)
(26990,22381)
(24090,640)
(24399,21219)
(39924,31871)
(14444,41586)
(766,35556)
(33229,1626)
(51968,37214)
(86,6352)
(46283,42870)
(4095,8722)
(30312,47249)
(35240,36909)
(5070,41938)
(17133,19471)
(6006,15216)
(22503,45278)
(26240,19352)
(34212,30079)
(31365,42371)
(35532,5977)
(9964,27935)
(16459,14687)
(9647,28823)
(30453,35580)
(19571,8419)
(31229,19256)
(38754,50196)
(39994,22898)
(26726,19574)
(49437,745)
(39698,39584)
(29902,49801)
(23681,46669)
(13878,1643)
(4958,1270)
(21000,48563)
(30000,12527)
(40235,43525)
(52890,1410)
(20434,47448)
(31861,13780)
(14175,11078)
(8882,42989)
(36763,1612)
(5636,39905)
(24474,46887)
(51716,23187)
(26761,38067)
(32086,34975)
(35020,25230)
(35443,18924)
(40944,48459)
(40594,43283)
(690,22783)
(42849,596)
(53428,51654)
(45114,4611)
(12708,11069)
(32718,25250)
(16770,26708)
(46717,31510)
(40924,17310)
(27589,34399)
(44746,24759)
(31539,51612)
(52021,42485)
(19587,5034)
(33603,10331)
(27300,13133)
(23817,44166)
(20777,31579)
(13948,29862)
(36804,37242)
(50624,14607)
(32549,50291)
(10917,39150)
(51102,26114)
(30055,39592)
(13164,35121)
(47988,28331)
(47920,48594)
(12435,39765)
(24762,42289)
(23124,296)
(21060,3723)
(12094,40349)
(28225,8111)
(25326,16107)
(25540,47697)
(5571,2167)
(27594,894)
(14857,38107)
(53538,34372)
(39177,31053)
(44307,23010)
(21268,33784)
(3840,39148)
(50337,16983)
